product,price,quantity,date,region,sales
magenta morsel,2.5,554,25-02-2018,north,1385
magenta morsel,2.5,526,25-02-2018,south,1315
magenta morsel,2.5,588,25-02-2018,east,1470
magenta morsel,2.5,566,25-02-2018,west,1415
chartreuse morsel,3,511,25-02-2018,north,1533
chartreuse morsel,3,523,25-02-2018,south,1569
chartreuse morsel,3,527,25-02-2018,east,1581
chartreuse morsel,3,521,25-02-2018,west,1563
periwinkle morsel,1.25,541,25-02-2018,north,676.25
periwinkle morsel,1.25,502,25-02-2018,south,627.5
periwinkle morsel,1.25,518,25-02-2018,east,647.5
periwinkle morsel,1.25,573,25-02-2018,west,716.25
vermilion morsel,4.99,591,25-02-2018,north,2949.09
vermilion morsel,4.99,541,25-02-2018,south,2699.59
vermilion morsel,4.99,537,25-02-2018,east,2679.63
vermilion morsel,4.99,586,25-02-2018,west,2924.14
lapis morsel,1.99,508,25-02-2018,north,1010.92
lapis morsel,1.99,550,25-02-2018,south,1094.5
lapis morsel,1.99,575,25-02-2018,east,1144.25
lapis morsel,1.99,542,25-02-2018,west,1078.58
pink morsel,3,562,26-02-2018,north,1686
pink morsel,3,511,26-02-2018,south,1533
pink morsel,3,508,26-02-2018,east,1524
pink morsel,3,510,26-02-2018,west,1530
gold morsel,9.99,513,26-02-2018,north,5124.87
gold morsel,9.99,587,26-02-2018,south,5864.13
gold morsel,9.99,585,26-02-2018,east,5844.15
gold morsel,9.99,542,26-02-2018,west,5414.58
magenta morsel,2.5,511,26-02-2018,north,1277.5
magenta morsel,2.5,547,26-02-2018,south,1367.5
magenta morsel,2.5,547,26-02-2018,east,1367.5
magenta morsel,2.5,541,26-02-2018,west,1352.5
chartreuse morsel,3,569,26-02-2018,north,1707
chartreuse morsel,3,504,26-02-2018,south,1512
chartreuse morsel,3,586,26-02-2018,east,1758
chartreuse morsel,3,582,26-02-2018,west,1746
periwinkle morsel,1.25,578,26-02-2018,north,722.5
periwinkle morsel,1.25,510,26-02-2018,south,637.5
periwinkle morsel,1.25,530,26-02-2018,east,662.5
periwinkle morsel,1.25,564,26-02-2018,west,705
vermilion morsel,4.99,548,26-02-2018,north,2734.52
vermilion morsel,4.99,589,26-02-2018,south,2939.11
vermilion morsel,4.99,594,26-02-2018,east,2964.06
vermilion morsel,4.99,529,26-02-2018,west,2639.71
lapis morsel,1.99,533,26-02-2018,north,1060.67
lapis morsel,1.99,549,26-02-2018,south,1092.51
lapis morsel,1.99,596,26-02-2018,east,1186.04
lapis morsel,1.99,514,26-02-2018,west,1022.86
pink morsel,3,555,27-02-2018,north,1665
pink morsel,3,565,27-02-2018,south,1695
pink morsel,3,526,27-02-2018,east,1578
pink morsel,3,540,27-02-2018,west,1620
gold morsel,9.99,563,27-02-2018,north,5624.37
gold morsel,9.99,541,27-02-2018,south,5404.59
gold morsel,9.99,505,27-02-2018,east,5044.95
gold morsel,9.99,564,27-02-2018,west,5634.36
magenta morsel,2.5,516,27-02-2018,north,1290
magenta morsel,2.5,515,27-02-2018,south,1287.5
magenta morsel,2.5,592,27-02-2018,east,1480
magenta morsel,2.5,554,27-02-2018,west,1385
chartreuse morsel,3,516,27-02-2018,north,1548
chartreuse morsel,3,600,27-02-2018,south,1800
chartreuse morsel,3,534,27-02-2018,east,1602
chartreuse morsel,3,510,27-02-2018,west,1530
periwinkle morsel,1.25,574,27-02-2018,north,717.5
periwinkle morsel,1.25,520,27-02-2018,south,650
periwinkle morsel,1.25,591,27-02-2018,east,738.75
periwinkle morsel,1.25,519,27-02-2018,west,648.75
vermilion morsel,4.99,517,27-02-2018,north,2579.83
vermilion morsel,4.99,516,27-02-2018,south,2574.84
vermilion morsel,4.99,599,27-02-2018,east,2989.01
vermilion morsel,4.99,582,27-02-2018,west,2904.18
lapis morsel,1.99,537,27-02-2018,north,1068.63
lapis morsel,1.99,588,27-02-2018,south,1170.12
lapis morsel,1.99,598,27-02-2018,east,1190.02
lapis morsel,1.99,579,27-02-2018,west,1152.21
pink morsel,3,589,28-02-2018,north,1767
pink morsel,3,531,28-02-2018,south,1593
pink morsel,3,581,28-02-2018,east,1743
pink morsel,3,519,28-02-2018,west,1557
gold morsel,9.99,534,28-02-2018,north,5334.66
gold morsel,9.99,538,28-02-2018,south,5374.62
gold morsel,9.99,545,28-02-2018,east,5444.55
gold morsel,9.99,583,28-02-2018,west,5824.17
magenta morsel,2.5,563,28-02-2018,north,1407.5
magenta morsel,2.5,562,28-02-2018,south,1405
magenta morsel,2.5,528,28-02-2018,east,1320
magenta morsel,2.5,585,28-02-2018,west,1462.5
chartreuse morsel,3,582,28-02-2018,north,1746
chartreuse morsel,3,582,28-02-2018,south,1746
chartreuse morsel,3,530,28-02-2018,east,1590
chartreuse morsel,3,513,28-02-2018,west,1539
periwinkle morsel,1.25,572,28-02-2018,north,715
periwinkle morsel,1.25,514,28-02-2018,south,642.5
periwinkle morsel,1.25,584,28-02-2018,east,730
periwinkle morsel,1.25,553,28-02-2018,west,691.25
vermilion morsel,4.99,597,28-02-2018,north,2979.03
vermilion morsel,4.99,525,28-02-2018,south,2619.75
vermilion morsel,4.99,560,28-02-2018,east,2794.4
vermilion morsel,4.99,586,28-02-2018,west,2924.14
lapis morsel,1.99,513,28-02-2018,north,1020.87
lapis morsel,1.99,537,28-02-2018,south,1068.63
lapis morsel,1.99,516,28-02-2018,east,1026.84
lapis morsel,1.99,523,28-02-2018,west,1040.77
pink morsel,3,556,01-03-2018,north,1668
pink morsel,3,594,01-03-2018,south,1782
pink morsel,3,509,01-03-2018,east,1527
pink morsel,3,556,01-03-2018,west,1668
gold morsel,9.99,562,01-03-2018,north,5614.38
gold morsel,9.99,579,01-03-2018,south,5784.21
gold morsel,9.99,520,01-03-2018,east,5194.8
gold morsel,9.99,571,01-03-2018,west,5704.29
magenta morsel,2.5,528,01-03-2018,north,1320
magenta morsel,2.5,589,01-03-2018,south,1472.5
magenta morsel,2.5,518,01-03-2018,east,1295
magenta morsel,2.5,535,01-03-2018,west,1337.5
chartreuse morsel,3,527,01-03-2018,north,1581
chartreuse morsel,3,535,01-03-2018,south,1605
chartreuse morsel,3,521,01-03-2018,east,1563
chartreuse morsel,3,503,01-03-2018,west,1509
periwinkle morsel,1.25,581,01-03-2018,north,726.25
periwinkle morsel,1.25,515,01-03-2018,south,643.75
periwinkle morsel,1.25,600,01-03-2018,east,750
periwinkle morsel,1.25,589,01-03-2018,west,736.25
vermilion morsel,4.99,552,01-03-2018,north,2754.48
vermilion morsel,4.99,508,01-03-2018,south,2534.92
vermilion morsel,4.99,566,01-03-2018,east,2824.34
vermilion morsel,4.99,575,01-03-2018,west,2869.25
lapis morsel,1.99,537,01-03-2018,north,1068.63
lapis morsel,1.99,574,01-03-2018,south,1142.26
lapis morsel,1.99,593,01-03-2018,east,1180.07
lapis morsel,1.99,513,01-03-2018,west,1020.87
pink morsel,3,545,02-03-2018,north,1635
pink morsel,3,523,02-03-2018,south,1569
pink morsel,3,582,02-03-2018,east,1746
pink morsel,3,591,02-03-2018,west,1773
gold morsel,9.99,599,02-03-2018,north,5984.01
gold morsel,9.99,596,02-03-2018,south,5954.04
gold morsel,9.99,528,02-03-2018,east,5274.72
gold morsel,9.99,531,02-03-2018,west,5304.69
magenta morsel,2.5,555,02-03-2018,north,1387.5
magenta morsel,2.5,586,02-03-2018,south,1465
magenta morsel,2.5,568,02-03-2018,east,1420
magenta morsel,2.5,575,02-03-2018,west,1437.5
chartreuse morsel,3,553,02-03-2018,north,1659
chartreuse morsel,3,504,02-03-2018,south,1512
chartreuse morsel,3,596,02-03-2018,east,1788
chartreuse morsel,3,546,02-03-2018,west,1638
periwinkle morsel,1.25,593,02-03-2018,north,741.25
periwinkle morsel,1.25,527,02-03-2018,south,658.75
periwinkle morsel,1.25,549,02-03-2018,east,686.25
periwinkle morsel,1.25,512,02-03-2018,west,640
vermilion morsel,4.99,510,02-03-2018,north,2544.9
vermilion morsel,4.99,501,02-03-2018,south,2499.99
vermilion morsel,4.99,598,02-03-2018,east,2984.02
vermilion morsel,4.99,572,02-03-2018,west,2854.28
lapis morsel,1.99,544,02-03-2018,north,1082.56
lapis morsel,1.99,517,02-03-2018,south,1028.83
lapis morsel,1.99,547,02-03-2018,east,1088.53
lapis morsel,1.99,557,02-03-2018,west,1108.43
pink morsel,3,513,03-03-2018,north,1539
pink morsel,3,500,03-03-2018,south,1500
pink morsel,3,523,03-03-2018,east,1569
pink morsel,3,519,03-03-2018,west,1557
gold morsel,9.99,563,03-03-2018,north,5624.37
gold morsel,9.99,531,03-03-2018,south,5304.69
gold morsel,9.99,520,03-03-2018,east,5194.8
gold morsel,9.99,556,03-03-2018,west,5554.44
magenta morsel,2.5,502,03-03-2018,north,1255
magenta morsel,2.5,549,03-03-2018,south,1372.5
magenta morsel,2.5,576,03-03-2018,east,1440
magenta morsel,2.5,513,03-03-2018,west,1282.5
chartreuse morsel,3,583,03-03-2018,north,1749
chartreuse morsel,3,545,03-03-2018,south,1635
chartreuse morsel,3,514,03-03-2018,east,1542
chartreuse morsel,3,554,03-03-2018,west,1662
periwinkle morsel,1.25,551,03-03-2018,north,688.75
periwinkle morsel,1.25,530,03-03-2018,south,662.5
periwinkle morsel,1.25,502,03-03-2018,east,627.5
periwinkle morsel,1.25,574,03-03-2018,west,717.5
vermilion morsel,4.99,523,03-03-2018,north,2609.77
vermilion morsel,4.99,522,03-03-2018,south,2604.78
vermilion morsel,4.99,515,03-03-2018,east,2569.85
vermilion morsel,4.99,518,03-03-2018,west,2584.82
lapis morsel,1.99,534,03-03-2018,north,1062.66
lapis morsel,1.99,534,03-03-2018,south,1062.66
lapis morsel,1.99,500,03-03-2018,east,995
lapis morsel,1.99,573,03-03-2018,west,1140.27
pink morsel,3,591,04-03-2018,north,1773
pink morsel,3,548,04-03-2018,south,1644
pink morsel,3,538,04-03-2018,east,1614
pink morsel,3,558,04-03-2018,west,1674
gold morsel,9.99,600,04-03-2018,north,5994
gold morsel,9.99,579,04-03-2018,south,5784.21
gold morsel,9.99,506,04-03-2018,east,5054.94
gold morsel,9.99,578,04-03-2018,west,5774.22
magenta morsel,2.5,549,04-03-2018,north,1372.5
magenta morsel,2.5,505,04-03-2018,south,1262.5
magenta morsel,2.5,570,04-03-2018,east,1425
magenta morsel,2.5,534,04-03-2018,west,1335
chartreuse morsel,3,533,04-03-2018,north,1599
chartreuse morsel,3,522,04-03-2018,south,1566
chartreuse morsel,3,569,04-03-2018,east,1707
chartreuse morsel,3,542,04-03-2018,west,1626
periwinkle morsel,1.25,548,04-03-2018,north,685
periwinkle morsel,1.25,551,04-03-2018,south,688.75
periwinkle morsel,1.25,534,04-03-2018,east,667.5
periwinkle morsel,1.25,530,04-03-2018,west,662.5
vermilion morsel,4.99,512,04-03-2018,north,2554.88
vermilion morsel,4.99,574,04-03-2018,south,2864.26
vermilion morsel,4.99,580,04-03-2018,east,2894.2
vermilion morsel,4.99,516,04-03-2018,west,2574.84
lapis morsel,1.99,574,04-03-2018,north,1142.26
lapis morsel,1.99,579,04-03-2018,south,1152.21
lapis morsel,1.99,564,04-03-2018,east,1122.36
lapis morsel,1.99,533,04-03-2018,west,1060.67
pink morsel,3,511,05-03-2018,north,1533
pink morsel,3,551,05-03-2018,south,1653
pink morsel,3,519,05-03-2018,east,1557
pink morsel,3,582,05-03-2018,west,1746
gold morsel,9.99,574,05-03-2018,north,5734.26
gold morsel,9.99,510,05-03-2018,south,5094.9
gold morsel,9.99,560,05-03-2018,east,5594.4
gold morsel,9.99,525,05-03-2018,west,5244.75
magenta morsel,2.5,576,05-03-2018,north,1440
magenta morsel,2.5,586,05-03-2018,south,1465
magenta morsel,2.5,596,05-03-2018,east,1490
magenta morsel,2.5,598,05-03-2018,west,1495
chartreuse morsel,3,574,05-03-2018,north,1722
chartreuse morsel,3,586,05-03-2018,south,1758
chartreuse morsel,3,508,05-03-2018,east,1524
chartreuse morsel,3,594,05-03-2018,west,1782
periwinkle morsel,1.25,587,05-03-2018,north,733.75
periwinkle morsel,1.25,538,05-03-2018,south,672.5
periwinkle morsel,1.25,550,05-03-2018,east,687.5
periwinkle morsel,1.25,576,05-03-2018,west,720
vermilion morsel,4.99,506,05-03-2018,north,2524.94
vermilion morsel,4.99,596,05-03-2018,south,2974.04
vermilion morsel,4.99,504,05-03-2018,east,2514.96
vermilion morsel,4.99,597,05-03-2018,west,2979.03
lapis morsel,1.99,582,05-03-2018,north,1158.18
lapis morsel,1.99,575,05-03-2018,south,1144.25
lapis morsel,1.99,544,05-03-2018,east,1082.56
lapis morsel,1.99,524,05-03-2018,west,1042.76
pink morsel,3,573,06-03-2018,north,1719
pink morsel,3,573,06-03-2018,south,1719
pink morsel,3,553,06-03-2018,east,1659
pink morsel,3,600,06-03-2018,west,1800
gold morsel,9.99,533,06-03-2018,north,5324.67
gold morsel,9.99,586,06-03-2018,south,5854.14
gold morsel,9.99,589,06-03-2018,east,5884.11
gold morsel,9.99,555,06-03-2018,west,5544.45
magenta morsel,2.5,578,06-03-2018,north,1445
magenta morsel,2.5,506,06-03-2018,south,1265
magenta morsel,2.5,565,06-03-2018,east,1412.5
magenta morsel,2.5,548,06-03-2018,west,1370
chartreuse morsel,3,537,06-03-2018,north,1611
chartreuse morsel,3,591,06-03-2018,south,1773
chartreuse morsel,3,537,06-03-2018,east,1611
chartreuse morsel,3,582,06-03-2018,west,1746
periwinkle morsel,1.25,505,06-03-2018,north,631.25
periwinkle morsel,1.25,599,06-03-2018,south,748.75
periwinkle morsel,1.25,564,06-03-2018,east,705
periwinkle morsel,1.25,505,06-03-2018,west,631.25
vermilion morsel,4.99,543,06-03-2018,north,2709.57
vermilion morsel,4.99,559,06-03-2018,south,2789.41
vermilion morsel,4.99,545,06-03-2018,east,2719.55
vermilion morsel,4.99,537,06-03-2018,west,2679.63
lapis morsel,1.99,528,06-03-2018,north,1050.72
lapis morsel,1.99,527,06-03-2018,south,1048.73
lapis morsel,1.99,555,06-03-2018,east,1104.45
lapis morsel,1.99,529,06-03-2018,west,1052.71
pink morsel,3,527,07-03-2018,north,1581
pink morsel,3,534,07-03-2018,south,1602
pink morsel,3,536,07-03-2018,east,1608
pink morsel,3,550,07-03-2018,west,1650
gold morsel,9.99,521,07-03-2018,north,5204.79
gold morsel,9.99,575,07-03-2018,south,5744.25
gold morsel,9.99,505,07-03-2018,east,5044.95
gold morsel,9.99,565,07-03-2018,west,5644.35
magenta morsel,2.5,526,07-03-2018,north,1315
magenta morsel,2.5,536,07-03-2018,south,1340
magenta morsel,2.5,584,07-03-2018,east,1460
magenta morsel,2.5,555,07-03-2018,west,1387.5
chartreuse morsel,3,597,07-03-2018,north,1791
chartreuse morsel,3,506,07-03-2018,south,1518
chartreuse morsel,3,593,07-03-2018,east,1779
chartreuse morsel,3,573,07-03-2018,west,1719
periwinkle morsel,1.25,590,07-03-2018,north,737.5
periwinkle morsel,1.25,595,07-03-2018,south,743.75
periwinkle morsel,1.25,539,07-03-2018,east,673.75
periwinkle morsel,1.25,536,07-03-2018,west,670
vermilion morsel,4.99,586,07-03-2018,north,2924.14
vermilion morsel,4.99,590,07-03-2018,south,2944.1
vermilion morsel,4.99,564,07-03-2018,east,2814.36
vermilion morsel,4.99,520,07-03-2018,west,2594.8
lapis morsel,1.99,600,07-03-2018,north,1194
lapis morsel,1.99,589,07-03-2018,south,1172.11
lapis morsel,1.99,565,07-03-2018,east,1124.35
lapis morsel,1.99,536,07-03-2018,west,1066.64
pink morsel,3,537,08-03-2018,north,1611
pink morsel,3,510,08-03-2018,south,1530
pink morsel,3,566,08-03-2018,east,1698
pink morsel,3,556,08-03-2018,west,1668
gold morsel,9.99,590,08-03-2018,north,5894.1
gold morsel,9.99,559,08-03-2018,south,5584.41
gold morsel,9.99,536,08-03-2018,east,5354.64
gold morsel,9.99,562,08-03-2018,west,5614.38
magenta morsel,2.5,580,08-03-2018,north,1450
magenta morsel,2.5,590,08-03-2018,south,1475
magenta morsel,2.5,510,08-03-2018,east,1275
magenta morsel,2.5,581,08-03-2018,west,1452.5
chartreuse morsel,3,530,08-03-2018,north,1590
chartreuse morsel,3,502,08-03-2018,south,1506
chartreuse morsel,3,564,08-03-2018,east,1692
chartreuse morsel,3,554,08-03-2018,west,1662
periwinkle morsel,1.25,594,08-03-2018,north,742.5
periwinkle morsel,1.25,593,08-03-2018,south,741.25
periwinkle morsel,1.25,530,08-03-2018,east,662.5
periwinkle morsel,1.25,533,08-03-2018,west,666.25
vermilion morsel,4.99,533,08-03-2018,north,2659.67
vermilion morsel,4.99,571,08-03-2018,south,2849.29
vermilion morsel,4.99,589,08-03-2018,east,2939.11
vermilion morsel,4.99,591,08-03-2018,west,2949.09
lapis morsel,1.99,522,08-03-2018,north,1038.78
lapis morsel,1.99,543,08-03-2018,south,1080.57
lapis morsel,1.99,517,08-03-2018,east,1028.83
lapis morsel,1.99,540,08-03-2018,west,1074.6
pink morsel,3,582,09-03-2018,north,1746
pink morsel,3,508,09-03-2018,south,1524
pink morsel,3,502,09-03-2018,east,1506
pink morsel,3,568,09-03-2018,west,1704
gold morsel,9.99,583,09-03-2018,north,5824.17
gold morsel,9.99,587,09-03-2018,south,5864.13
gold morsel,9.99,518,09-03-2018,east,5174.82
gold morsel,9.99,502,09-03-2018,west,5014.98
magenta morsel,2.5,568,09-03-2018,north,1420
magenta morsel,2.5,527,09-03-2018,south,1317.5
magenta morsel,2.5,502,09-03-2018,east,1255
magenta morsel,2.5,515,09-03-2018,west,1287.5
chartreuse morsel,3,510,09-03-2018,north,1530
chartreuse morsel,3,567,09-03-2018,south,1701
chartreuse morsel,3,558,09-03-2018,east,1674
chartreuse morsel,3,529,09-03-2018,west,1587
periwinkle morsel,1.25,501,09-03-2018,north,626.25
periwinkle morsel,1.25,581,09-03-2018,south,726.25
periwinkle morsel,1.25,529,09-03-2018,east,661.25
periwinkle morsel,1.25,506,09-03-2018,west,632.5
vermilion morsel,4.99,590,09-03-2018,north,2944.1
vermilion morsel,4.99,578,09-03-2018,south,2884.22
vermilion morsel,4.99,597,09-03-2018,east,2979.03
vermilion morsel,4.99,530,09-03-2018,west,2644.7
lapis morsel,1.99,578,09-03-2018,north,1150.22
lapis morsel,1.99,559,09-03-2018,south,1112.41
lapis morsel,1.99,577,09-03-2018,east,1148.23
lapis morsel,1.99,577,09-03-2018,west,1148.23
pink morsel,3,596,10-03-2018,north,1788
pink morsel,3,573,10-03-2018,south,1719
pink morsel,3,582,10-03-2018,east,1746
pink morsel,3,528,10-03-2018,west,1584
gold morsel,9.99,519,10-03-2018,north,5184.81
gold morsel,9.99,552,10-03-2018,south,5514.48
gold morsel,9.99,569,10-03-2018,east,5684.31
gold morsel,9.99,588,10-03-2018,west,5874.12
magenta morsel,2.5,539,10-03-2018,north,1347.5
magenta morsel,2.5,523,10-03-2018,south,1307.5
magenta morsel,2.5,510,10-03-2018,east,1275
magenta morsel,2.5,597,10-03-2018,west,1492.5
chartreuse morsel,3,537,10-03-2018,north,1611
chartreuse morsel,3,501,10-03-2018,south,1503
chartreuse morsel,3,544,10-03-2018,east,1632
chartreuse morsel,3,521,10-03-2018,west,1563
periwinkle morsel,1.25,510,10-03-2018,north,637.5
periwinkle morsel,1.25,584,10-03-2018,south,730
periwinkle morsel,1.25,531,10-03-2018,east,663.75
periwinkle morsel,1.25,537,10-03-2018,west,671.25
vermilion morsel,4.99,564,10-03-2018,north,2814.36
vermilion morsel,4.99,513,10-03-2018,south,2559.87
vermilion morsel,4.99,575,10-03-2018,east,2869.25
vermilion morsel,4.99,532,10-03-2018,west,2654.68
lapis morsel,1.99,585,10-03-2018,north,1164.15
lapis morsel,1.99,570,10-03-2018,south,1134.3
lapis morsel,1.99,511,10-03-2018,east,1016.89
lapis morsel,1.99,510,10-03-2018,west,1014.9
pink morsel,3,564,11-03-2018,north,1692
pink morsel,3,545,11-03-2018,south,1635
pink morsel,3,536,11-03-2018,east,1608
pink morsel,3,530,11-03-2018,west,1590
gold morsel,9.99,564,11-03-2018,north,5634.36
gold morsel,9.99,597,11-03-2018,south,5964.03
gold morsel,9.99,556,11-03-2018,east,5554.44
gold morsel,9.99,500,11-03-2018,west,4995
magenta morsel,2.5,528,11-03-2018,north,1320
magenta morsel,2.5,547,11-03-2018,south,1367.5
magenta morsel,2.5,579,11-03-2018,east,1447.5
magenta morsel,2.5,509,11-03-2018,west,1272.5
chartreuse morsel,3,533,11-03-2018,north,1599
chartreuse morsel,3,522,11-03-2018,south,1566
chartreuse morsel,3,508,11-03-2018,east,1524
chartreuse morsel,3,560,11-03-2018,west,1680
periwinkle morsel,1.25,583,11-03-2018,north,728.75
periwinkle morsel,1.25,583,11-03-2018,south,728.75
periwinkle morsel,1.25,534,11-03-2018,east,667.5
periwinkle morsel,1.25,522,11-03-2018,west,652.5
vermilion morsel,4.99,528,11-03-2018,north,2634.72
vermilion morsel,4.99,530,11-03-2018,south,2644.7
vermilion morsel,4.99,539,11-03-2018,east,2689.61
vermilion morsel,4.99,506,11-03-2018,west,2524.94
lapis morsel,1.99,550,11-03-2018,north,1094.5
lapis morsel,1.99,568,11-03-2018,south,1130.32
lapis morsel,1.99,565,11-03-2018,east,1124.35
lapis morsel,1.99,567,11-03-2018,west,1128.33
pink morsel,3,533,12-03-2018,north,1599
pink morsel,3,506,12-03-2018,south,1518
pink morsel,3,534,12-03-2018,east,1602
pink morsel,3,553,12-03-2018,west,1659
gold morsel,9.99,513,12-03-2018,north,5124.87
gold morsel,9.99,531,12-03-2018,south,5304.69
gold morsel,9.99,570,12-03-2018,east,5694.3
gold morsel,9.99,579,12-03-2018,west,5784.21
magenta morsel,2.5,581,12-03-2018,north,1452.5
magenta morsel,2.5,529,12-03-2018,south,1322.5
magenta morsel,2.5,575,12-03-2018,east,1437.5
magenta morsel,2.5,599,12-03-2018,west,1497.5
chartreuse morsel,3,504,12-03-2018,north,1512
chartreuse morsel,3,548,12-03-2018,south,1644
chartreuse morsel,3,536,12-03-2018,east,1608
chartreuse morsel,3,586,12-03-2018,west,1758
periwinkle morsel,1.25,563,12-03-2018,north,703.75
periwinkle morsel,1.25,515,12-03-2018,south,643.75
periwinkle morsel,1.25,506,12-03-2018,east,632.5
periwinkle morsel,1.25,521,12-03-2018,west,651.25
vermilion morsel,4.99,561,12-03-2018,north,2799.39
vermilion morsel,4.99,515,12-03-2018,south,2569.85
vermilion morsel,4.99,510,12-03-2018,east,2544.9
vermilion morsel,4.99,550,12-03-2018,west,2744.5
lapis morsel,1.99,538,12-03-2018,north,1070.62
lapis morsel,1.99,567,12-03-2018,south,1128.33
